"","Group.1","x"
"1","2010",31.6920000712077
"2","2011",32.3603337605794
"3","2012",30.4323329925537
"4","2013",30.2859999338786
"5","2014",31.2956663767497
"6","2015",31.9620005289714
"7","2016",31.8683331807454
"8","2017",30.9516665140788
"9","2018",31.2660001118978
"10","2019",31.8626670837402
"11","2020",31.3673337300618
"12","2021",30.7371660868327
"13","2022",31.5494664510091
