"","Group.1","x"
"1","2010",1.82150000333786
"2","2011",5.07399988174438
"3","2012",8.78174996376038
"4","2013",8.42475008964539
"5","2014",6.25824989378452
"6","2015",5.71999996900558
"7","2016",9.47849988937378
"8","2017",10.2337501049042
"9","2018",8.80350023508072
"10","2019",8.70975005626678
"11","2020",8.51324987411499
"12","2021",7.66175007820129
"13","2022",7.94979971647263
"14","2023",9.98054981231689
