"","Group.1","x"
"1","2010",718.217987060547
"2","2011",586.096008300781
"3","2012",744.660995483398
"4","2013",902.566009521484
"5","2014",406.915008544922
"6","2015",318.346992492676
"7","2016",498.487983703613
"8","2017",745.566993713379
"9","2018",472.955001831055
"10","2019",676.423980712891
"11","2020",567.533996582031
"12","2021",696.078704833984
"13","2022",574.122276306152
