"","Group.1","x"
"1","2010",339.139999389648
"2","2011",375.304004669189
"3","2012",350.015007019043
"4","2013",427.729412078857
"5","2014",717.216995239258
"6","2015",383.890998840332
"7","2016",899.826995849609
"8","2017",611.379985332489
"9","2018",436.295011520386
"10","2019",606.622005462646
"11","2020",500.557991027832
"12","2021",380.12198638916
"13","2022",224.912796020508
"14","2023",167.554901123047
